district_id,region_id,district_code,gauteng_reference_number,emis_number,institution_name,inst_level_budgetary_requirements,level_id,data_year,type_of_institution_id,relation_with_state,sector_id,circuit_no,cluster_no,quintile,no_fee,street_number,street_name,township_village,suburb,town_city_id,telephone,email,sub_place_name,main_place_name,metropolitan_municipality_id,local_municipality_id,ward_number,latitude,longitude,pre_grade_r,pre_grade_r_classes,grade_r,grade_r_classes,grade_1,grade_1_classes,grade_2,grade_2_classes,grade_3,grade_3_classes,grade_4,grade_4_classes,grade_5,grade_5_classes,grade_6,grade_6_classes,grade_7,grade_7_classes,grade_8,grade_8_classes,grade_9,grade_9_classes,grade_10,grade_10_classes,grade_11,grade_11_classes,grade_12,grade12_classes,special,special_classes,other,other_classes,total_learners,total_classes,paid_by_sgb_educators,paid_by _state_educators,total_educators,admin_staff,support_staff,professional_non_teaching_staff
2,1001,ES,342022,700342022,HOËRSKOOL MARAIS VILJOEN,SEC,2,2020,1,PUBLIC,1,4,2,5,NO,1,CNR BODMIN & CRADOCK STREET,ALBERANTE,ALBERTON,87,119079013,martha.heytek@gauteng.gov.za,ALBERANTE,ALBERTON,1,10001,106,-26.2703304,28.10577429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,11,342,11,294,10,298,9,238,8,0,0,0,0,1496,49,24,48,72,14,21,0
2,1001,ES,160606,700160606,HOËRSKOOL OOSTERLIG,SEC,2,2020,1,PUBLIC,1,5,2,5,NO,0,C/O SUIKERBEKKIE AND SONSKYN STREET,SUNWARD PARK,BOKSBURG,88,119131055,petrus.vanvreden@gauteng.gov.za,SUNWARD PARK,BOKSBURG,1,10001,43,-26.26386319,28.25545321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,7,233,7,207,7,176,7,207,7,0,0,0,0,1079,35,17,30,47,12,0,0
2,1001,ES,160614,700160614,HOËRSKOOL VOORTREKKER,SEC,2,2020,1,PUBLIC,1,5,3,5,NO,5,VOORTREKKER STREET,BOKSBURG CENTRAL,BOKSBURG,88,119179586,martinus.vanheerden@gauteng.gov.za,BOKSBURG SP,BOKSBURG,1,10001,32,-26.21996873,28.25772071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,8,251,9,275,9,256,8,197,7,0,0,0,0,1301,41,14,35,49,5,5,0
2,1001,ES,340661,700340661,IGAGASI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,4,YES,1,DR SEKETE AVENUE,SPRUITVIEW,GERMISTON,74,102362000,BAFANA.MSIBI@gauteng.gov.za,SPRUITVIEW,KATLEHONG,1,10001,107,-26.31771624,28.17821143,0,0,124,3,222,5,209,5,205,5,196,5,190,5,144,4,151,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,36,5,37,42,3,6,0
2,1001,ES,400537,700400537,IKUSASALETHU PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,3,4,YES,20926,MSZHLA STREET,EXTENSION 28,VOSLOORUS,88,825569431,Lina.mabanga@gauteng.gov.za,VOSLOORUS SP1,VOSLOORUS,1,10001,64,-26.37492994,28.20109508,0,0,131,4,212,6,216,6,240,5,249,6,243,6,213,5,184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,42,0,45,45,4,5,0
2,1001,ES,161802,700161802,ILLINGE SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,3,2,3,YES,1089,MOHLALA,VOSLOORUS,BOKSBURG,88,826007873,REBECCA.MOHLALA@gauteng.gvo.za,SOTHO SECTION,VOSLOORUS,1,10001,44,-26.35322873,28.19461484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,6,234,5,346,8,266,6,118,3,0,0,0,0,1208,28,1,35,36,3,4,0
2,1001,ES,340679,700340679,INTOKOZO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,2,3,YES,950,NCALA,KATLEHONG,GERMISTON,74,119054701,Obert.mazibuko@gauteng.gov.za,NCALA,KATLEHONG,1,10001,55,-26.340161,28.1469,0,0,63,3,94,4,128,4,121,3,105,4,159,3,109,3,126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,27,2,25,27,2,2,0
2,1001,ES,162172,700162172,ISIPHO SETHU SCHOOL,NA,4,2020,2,PUBLIC,1,3,1,0,NO,7349,KHOKHONOKA STRRET,MARIMBA GARDENS,VOSLOORUS,88,118633023,gloria.setshedi@gauteng.gov.za,MARIMBA GARDENS,VOSLOORUS,1,10001,46,-26.355878,28.215428,0,0,0,0,91,7,76,7,71,5,67,5,48,4,58,4,54,4,56,4,0,0,0,0,0,0,0,0,0,0,0,0,521,40,0,47,47,4,31,0
2,1001,ES,340695,700340695,IZIBUKO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,3,YES,1372,NKABINDE STREET,NHLAPO SECTION,GERMISTON,74,119092804,justice.ngwenya@gauteng.gov.za,NHLAPO,KATLEHONG,1,10001,52,-26.3140268,28.15037536,0,0,160,6,197,5,222,5,170,4,167,4,149,3,132,3,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,33,6,32,38,3,5,0
2,1001,ES,340703,700340703,KABELO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,2,3,YES,640,THAPELO STREET,KATLEHONG,KATLEHONG,74,119055901,JABULILE.HADEBE@gauteng.gov.za,MOSELEKE,KATLEHONG,1,10001,48,-26.348671,28.159306,0,0,89,3,130,4,161,4,174,4,140,3,147,3,181,4,138,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,28,3,31,34,2,5,0
2,1001,ES,400354,700400354,KATLEHONG PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,3,3,YES,3277,CNR J. NHLEKO & NYANGA STREET,KATLEHONG,GERMISTON,74,113072400,BEN.SIDWABA@gauteng.gov.za,KATLEHONG SOUTH,KATLEHONG,1,10001,108,-26.381,28.189,0,0,166,5,213,5,243,7,199,4,239,5,244,4,244,4,229,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,38,5,43,48,3,7,1
2,1001,ES,340711,700340711,KATLEHONG SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,2,2,3,YES,209,MOSEU STREET,KATLEHONG,GERMISTON,74,119056300,FRANCES.NGWENYA@gauteng.gov.za,MOSELEKE,KATLEHONG,1,10001,48,-26.344301,28.155652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,9,361,9,365,8,320,7,177,5,0,0,0,0,1650,38,0,41,41,2,7,0
2,1001,ES,341594,700341594,KATLEHONG TECHNICAL SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,4,1,5,YES,309,KHUMALO STREET.,GOBA SECTION.,KATLEHONG,74,815876283,JACO.OPPERMAN@gauteng.gov.za,ADMIN,KATLEHONG,1,10001,50,-26.31459566,28.15691792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,9,296,8,463,10,267,6,122,14,0,0,0,0,1492,47,0,57,57,3,8,0
2,1001,ES,340729,700340729,KEKETSO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,3,3,YES,204,PHOOKO SECTION,KATLEHONG,0,74,119054751,mahlomola.moloi@gauteng.gov.za,PHOOKO,KATLEHONG,1,10001,49,-26.33491554,28.16294189,0,0,45,3,135,3,117,3,101,3,126,2,124,2,101,2,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,20,2,22,24,2,3,0
2,1001,ES,340224,700340224,KENTON PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,5,NO,53,HOLZGEN STREET,BRACKENHURST,ALBERTON,87,118675827,cheryl.young@gauteng.gov.za,BRACKENHURST,ALBERTON,1,10001,38,-26.31008283,28.10327138,0,0,0,0,172,4,139,4,157,4,141,4,160,4,157,4,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,28,11,22,33,15,0,0
2,1001,ES,161869,700161869,KHAYELIHLE PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,2,4,YES,215,PHINEAS XULU STREET,VOSLOORUS,BOKSBURG,74,119064401,willie.mohlabai@gauteng.gov.za,MABUYA PARK,VOSLOORUS,1,10001,44,-26.35881104,28.18820909,0,0,122,3,159,3,175,4,168,4,183,4,164,4,154,3,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,28,0,31,31,3,5,0
2,1001,ES,340760,700340760,KHEHLEKILE PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,1,3,YES,2499,MABUYA,THOKOZA,ALBERTON,87,119056701,tiisetso.radebe@gauteng.gov.za,KHUMULA BAJI SECTION,TOKOZA,1,10001,56,-26.35049436,28.13684512,0,0,101,3,111,3,134,3,123,3,145,4,125,3,132,3,126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,24,2,26,28,2,4,0
2,1001,ES,340794,700340794,KUMALO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,3,2,YES,397,HLATHI,KATLEHONG,GERMISTON,74,119054900,Penda.mtolo@gauteng.gov.za,NGEMA,KATLEHONG,1,10001,55,-26.336959,28.151084,0,0,84,4,180,4,162,4,179,3,164,3,143,3,153,3,118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,27,3,29,32,2,4,0
2,1001,ES,161877,700161877,KUTLOANONG PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,2,3,YES,2560,MOKOENA STREET,VOSLOORUS,BOKSBURG,88,119063301,moses.twala@gauteng.gov.za,SOTHO SECTION,VOSLOORUS,1,10001,44,-26.35332008,28.1899225,0,0,50,2,104,2,101,2,109,3,129,3,98,2,104,2,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,18,0,21,21,2,2,0
2,1001,ES,340802,700340802,KWADUKATHOLE COMPREHENSIVE SCHOOL,SEC,2,2019,1,PUBLIC,1,2,2,4,YES,6,SONTONGA & CNR SS SENGWANE STR.,KATLEHONG,GERMISTON,74,813406564,anna.maxiniva@gauteng.gov.za,MOSELEKE EAST,KATLEHONG,1,10001,48,-26.34696041,28.16277827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,7,504,10,584,10,409,9,311,8,0,0,0,0,2103,44,0,75,75,5,12,0
2,1001,ES,400536,700400536,KWANELE PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,2,1,YES,104,SAGITTARIUS STREET,KWANELE SOUTH EXT. 2,KATLEHONG,74,824834013,CATHERINE.NYIRENDA@gauteng.gov.za,KWENELE,KATLEHONG,1,10001,103,-26.378853,28.150032,0,0,197,5,309,7,265,5,302,6,307,6,295,6,268,6,254,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,47,4,50,54,3,8,0
2,1001,ES,160861,700160861,LAERSKOOL BAANBREKER,PRI,1,2020,1,PUBLIC,1,5,2,5,NO,1,BOERNEEF STREET,PARKRAND,BOKSBURG,88,118965126,thomas.hoffmann@gauteng.gov.za,PARKRAND SP,BOKSBURG,1,10001,32,-26.24297826,28.26464169,0,4,0,5,134,9,135,7,149,9,121,4,119,5,123,5,97,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,52,24,20,44,17,0,0
2,1001,ES,160879,700160879,LAERSKOOL CONCORDIA,PRI,1,2020,1,PUBLIC,1,5,3,5,NO,1,RIETFONTEIN ROAD,JANSENPARK,BOKSBURG,88,118266130,mfos@iafrica.com,MORGANRIDGE,BOKSBURG,1,10001,22,-26.18885621,28.23889081,0,0,0,0,141,5,144,5,146,5,147,5,144,5,171,5,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,35,22,25,47,4,0,0
2,1001,ES,160887,700160887,LAERSKOOL DELVILLE,PRI,1,2020,1,PUBLIC,1,4,3,5,NO,3,3RD AVENUE,LAMBTON,GERMISTON,1,118275102,ADRIANIS.FOURIES@gauteng.gov.za,LAMBTON,GERMISTON,1,10001,39,-26.24274966,28.17339002,0,0,58,2,146,4,138,5,116,4,143,4,123,4,116,4,161,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,32,13,24,37,5,0,0
2,1001,ES,160903,700160903,LAERSKOOL ELANDIA,PRI,1,2020,1,PUBLIC,1,4,2,5,NO,58,LENNOX ROAD,DINWIDDIE,GERMISTON,74,119025407,nathan.adonis@gauteng.gov.za,UNION,GERMISTON,1,10001,37,-26.25885619,28.15779676,0,0,48,2,162,4,180,5,156,4,160,4,161,4,157,4,119,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,31,7,31,38,4,7,0
2,1001,ES,160911,700160911,LAERSKOOL ELSBURG,PRI,1,2020,1,PUBLIC,1,4,3,5,NO,0,BRUGSTREET,0,ELSBURG,74,118275612,marius.lourens@gauteng.gov.za,ESTERA,GERMISTON,1,10001,42,-26.25206805,28.19842569,0,0,68,2,243,6,259,6,248,6,278,7,281,7,278,7,271,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1926,51,17,46,63,4,10,0
2,1001,ES,160929,700160929,LAERSKOOL ELSPARK,PRI,1,2020,1,PUBLIC,1,5,2,5,NO,1,CNR FINCH AND RAVEN STREET,ELSPARK,ELSPARK,74,118932024,wynand.gericke@gauteng.gov.za,ELSPARK,GERMISTON,1,10001,42,-26.26540557,28.23278394,89,8,80,7,145,8,147,10,133,10,158,8,137,6,138,7,131,7,0,0,0,0,0,0,0,0,0,0,93,9,0,0,1251,80,40,21,61,23,0,0
2,1001,ES,340273,700340273,LAERSKOOL GENERAAL ALBERTS,PRI,1,2020,1,PUBLIC,1,4,2,5,NO,1,CNR. ST AUBYN ROAD AND PENZANCE STREET,NEW REDRUTH,ALBERTON,87,119072001,Leon.Steenkamp@gauteng.gov.za,NEW REDRUTH,ALBERTON,1,10001,106,-26.26862722,28.1166441,0,0,33,1,153,4,156,4,158,4,164,4,169,5,123,4,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,30,11,23,34,15,0,0
2,1001,ES,160937,700160937,LAERSKOOL GERMISTON PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,3,5,NO,1,C/O GEORGE & HIGH ROAD,0,GERMISTON SOUTH,74,833265857,ANDRE.BOSCH@gauteng.gov.za,GERMISTON SOUTH (INDUSTRIES E A),GERMISTON,1,10001,35,-26.21731787,28.17202101,0,0,58,2,166,7,151,9,182,8,142,5,131,9,139,10,127,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,58,7,26,33,13,0,0
2,1001,ES,160945,700160945,LAERSKOOL GOUDRAND,PRI,1,2020,1,PUBLIC,1,5,3,5,NO,2,H/V 1STE LAAN EN SESDE STRAAT,BOKSBURG-NOORD,BOKSBURG,88,119175169,SCHALK.HENDRIECKS@gauteng.gov.za,BOKSBURG NORTH,BOKSBURG,1,10001,22,-26.20373071,28.24877651,0,0,44,6,143,7,68,6,70,9,65,6,65,5,52,6,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,51,4,8,12,6,0,0
2,1001,ES,160960,700160960,LAERSKOOL LEONDALE PARALLEL MEDIUM,PRI,1,2020,1,PUBLIC,1,5,1,5,NO,14,CNR. GOUWSBLOM & WILDEBEEST,ROODEKOP,LEONDALE,74,825568759,dicretia.makoe@gauteng.gov.za,ROODEKOP,GERMISTON,1,10001,40,-26.30740546,28.18652333,0,0,68,3,308,7,305,7,256,6,260,6,211,5,199,5,195,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,44,2,42,44,1,0,0
2,1001,ES,340281,700340281,LAERSKOOL ORION,PRI,1,2020,1,PUBLIC,1,2,3,5,NO,6,TOINETTE STREET,BRACKENHURST,ALBERTON,1,118685562,johan.grove@gauteng.gov.za,BRACKENHURST,ALBERTON,1,10001,38,-26.33410417,28.10533846,0,0,0,0,122,6,168,6,138,6,159,5,163,5,147,5,138,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,37,26,22,48,4,9,0
2,1001,ES,340299,700340299,LAERSKOOL PRESIDENT STEYN,PRI,1,2020,1,PUBLIC,1,4,2,5,NO,38,BRAUNWEG,VERWOERDPARK,VERWOERDPARK,87, ,petrus.leroux@gauteng.gov.za,VERWOERDPARK,ALBERTON,1,10001,37,-26.26996168,28.13817497,0,0,0,0,161,5,184,6,176,5,158,5,184,5,198,6,165,5,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1239,39,11,34,45,12,0,0
2,1001,ES,340307,700340307,LAERSKOOL RANDHART,PRI,1,2020,1,PUBLIC,1,4,2,5,NO,1,SAMUEL STREET,RANDHART,RANDHART,87,118645110,deon.vanzyl@gauteng.gov.za,RANDHART,ALBERTON,1,10001,94,-26.28882467,28.11631596,0,0,0,0,174,6,141,6,175,6,163,6,164,5,139,5,117,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,38,18,26,44,5,7,0
2,1001,ES,160994,700160994,LAERSKOOL VAN DYK,PRI,1,2020,1,PUBLIC,1,5,2,5,NO,1,C/O WAXBERRY & KEURBOOM,VAN DYK PARK,VAN DYK PARK,88,119153803,reinettewol@gmail.com,VAN DYK PARK,BOKSBURG,1,10001,31,-26.26274637,28.29083163,57,2,138,5,275,8,310,10,296,8,273,7,279,7,272,7,275,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2175,63,20,54,74,8,8,0
2,1001,ES,161018,700161018,LAERSKOOL WITFIELD,PRI,1,2020,1,PUBLIC,1,5,3,5,NO,78,H.V. MAIN EN DE BRUINSTRAAT,WITFIELD,WITFIELD,88,118265071,riaan.tennapel@gauteng.gov.za,WITFIELD,BOKSBURG,1,10001,33,-26.18731084,28.20707056,6,1,105,4,144,4,132,4,120,4,132,4,111,4,91,4,115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,33,19,19,38,4,0,7
2,1001,ES,160044,700160044,LAKESIDE PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,5,2,4,YES,689,ERICA STREET,REIGER PARK,BOKSBURG,88,100106419,Graig.Jansen@gauteng.gov.za,REIGER PARK,BOKSBURG,1,10001,34,-26.23492477,28.23348765,0,0,72,2,187,4,177,4,183,4,160,4,183,4,174,4,162,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,30,2,34,36,3,4,0
2,1001,ES,340810,700340810,LANDULWAZI COMPREHENSIVE SCHOOL,SEC,2,2020,1,PUBLIC,1,2,1,3,YES,3518,NKAKI STREET,THOKOZA,ALBERTON,74,118602968,swazi.modibe@gauteng.gov.za,RADEBE,TOKOZA,1,10001,56,-26.35357634,28.13983389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,9,294,7,393,9,232,6,186,6,0,0,0,0,1504,37,0,51,51,3,7,0
2,1001,ES,161273,700161273,LEEUWPORT PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,3,3,YES,1,JUNCTION ROAD,DRIEHOEK,GERMISTON,74,781286355,jennifer.wills@gauteng.gov.za,GERMISTON SP,GERMISTON,1,10001,36,-26.209141,28.154372,0,0,59,2,89,2,122,2,117,2,110,2,119,2,112,2,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,16,1,22,23,3,1,2
2,1001,ES,400227,700400227,LEONDALE SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,5,1,4,NO,96,CAMELTHORN STREET,LEONDALE,0,74,118653430,thandi.mabaso@gauteng.gov.za,ROODEBULT,GERMISTON,1,10001,41,-26.3135936,28.18718724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,9,434,9,413,9,352,8,294,7,0,0,0,0,1887,42,5,50,55,3,8,0
2,1001,ES,340836,700340836,LERATADIMA PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,3,3,YES,6028,MOLOI,THOKOZA,THOKOZA,87,104760706,nkosana.gwegwana@gauteng.gov.za,BASOTHOME,TOKOZA,1,10001,54,-26.34159498,28.13557961,0,0,167,5,240,5,214,5,186,4,223,4,209,4,238,4,244,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,35,3,43,46,3,7,0
2,1001,ES,340844,700340844,LETHUKUTHULA SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,2,3,3,YES,801,NDLOVU STR TWALA SECTION,KATLEHONG,GERMISTON,74,118602065,Tsotso.Mnywabe@gauteng.gov.za,TWALA,KATLEHONG,1,10001,55,-26.336402,28.147922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,10,431,9,496,9,350,7,252,7,0,0,0,0,2079,42,0,63,63,4,9,0
2,1001,ES,161893,700161893,LETHULWAZI COMPREHENSIVE SCHOOL,SEC,2,2020,1,PUBLIC,1,3,2,4,YES,13691,IGOLOGOLO STREET,EASTFIELD,VOSLOORUS,88,110279665,JEREMIAH.MAPHOSA@gauteng.gov.za,VOSLOORUS EXT 10,VOSLOORUS,1,10001,95,-26.34056442,28.19962702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,7,343,5,314,8,266,8,266,7,0,0,0,0,1482,35,0,43,43,3,6,0
2,1001,ES,340869,700340869,LUNGISANI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,3,4,YES,1872,PHENDUKA  STREET,KATLEHONG,GERMISTON,74,119031615,duduzile.tsuari@gauteng.gov.za,LIKOLE,KATLEHONG,1,10001,63,-26.37278561,28.15849738,0,0,146,5,311,8,303,6,281,6,284,6,287,6,277,6,240,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,48,3,53,56,3,5,0
2,1001,ES,341107,700341107,MAGAGULA PRIMARY SCHOOL,PRI,1,2019,1,PUBLIC,1,1,1,1,YES,606,KOPAOPI STREET,MAGAGULA HEIGHTS,KATLEHONG,74,102360004,maleqhwa.molefe@gauteng.gov.za,MAGAGULA HEIGHTS,KATLEHONG,1,10001,62,-26.42071825,28.1964245,0,0,55,2,99,3,108,3,128,4,137,3,147,3,110,2,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,22,1,22,23,2,4,0
2,1001,ES,340877,700340877,MAITJIBULO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,3,3,YES,474,SEINOLI,HLAHATSI SECTION,KATLEHONG,74,118601587,agnes.mabeba@gauteng.gov.za,HLAHATSI,KATLEHONG,1,10001,49,-26.33804818,28.15709543,0,0,81,4,211,4,184,4,230,5,211,5,219,5,233,5,226,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,37,1,40,41,3,5,0
2,1001,ES,162271,700162271,MAMPUDI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,2,5,YES,407,LESIKA,PONONG,VOSLOORUS,88,118667496,thabo.lebina@gauteng.gov.za,VOSLOORUS EXT 5,VOSLOORUS,1,10001,95,-26.326853,28.194251,0,0,132,6,445,8,297,6,343,6,326,6,316,5,343,5,298,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,47,1,64,65,4,11,0
2,1001,ES,341164,700341164,MANZINI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,3,2,YES,7049,ZONKEZIZWE EXT.2,KATLEHONG,GERMISTON,74,825564820,Zola.Macu@gauteng.gov.za,ZONKIZIZWE,KATLEHONG,1,10001,62,-26.392097,28.193453,0,0,118,3,200,6,209,5,216,4,182,5,202,4,175,4,180,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,35,2,40,42,3,6,0
2,1001,ES,340885,700340885,MAPHANZELA PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,2,3,YES,1087,TSHABALALA,THOKOZA,ALBERTON,87,118606908,arthur.mashele@gauteng.gov.za,PHENDUKA,TOKOZA,1,10001,54,-26.343678,28.142356,0,0,69,3,126,3,127,3,141,2,98,2,106,2,113,2,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,19,0,24,24,1,4,0
2,1001,ES,161059,700161059,MARTIN PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,5,3,5,NO,20,PAUL SMIT STREET,BOKSBURG NORTH,BOKSBURG,88,119182975,HENAIE.THERON@gauteng.gov.za,RAVENSWOOD,BOKSBURG,1,10001,22,-26.19991614,28.24810554,23,1,75,4,158,4,158,4,155,4,155,4,157,4,139,4,139,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,33,29,11,40,8,0,0
2,1001,ES,161901,700161901,MASITHWALISANE SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,3,1,4,YES,17370,MONOMANE EXT 25,VOSLOORUS,BOKSBURG,88,118631911,dilwayi.mahlangu@gauteng.gov.za,VOSLOORUS EXT 25,VOSLOORUS,1,10001,45,-26.36186733,28.22887939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,8,306,8,450,11,369,9,234,7,0,0,0,0,1712,43,0,51,51,3,8,0
2,1001,ES,340893,700340893,MATSEDISO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,2,3,YES,99,BOGOPA STREET,KATLEHONG,GERMISTON,74,119056813,gloria.motsoane@gauteng.gov.za,TSOLO,KATLEHONG,1,10001,49,-26.3411507,28.15843702,0,0,58,2,105,3,103,3,114,3,113,3,134,3,103,3,113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,23,3,23,26,1,4,0
2,1001,ES,340901,700340901,MOGOBENG PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,3,YES,131,MOTHEO STREET,NHLAPO SECTION,KATLEHONG,74,119097238,MATETA.MAROKOANE@gauteng.gov.za,NHLAPO,KATLEHONG,1,10001,51,-26.3095827,28.15106808,0,0,118,4,202,4,165,4,172,4,199,4,147,4,165,4,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,32,4,29,33,4,4,0
2,1001,ES,340919,700340919,MOHAUNG PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,1,3,YES,7271,RAMONOTSI,TOKOZA,ALBERTON,87,119054002,masetjhaba.mofokeng@gauteng.gov.za,TOKOZA EXT 1,TOKOZA,1,10001,56,-26.35574451,28.13569615,0,0,78,3,109,2,117,3,101,2,111,3,109,3,119,3,119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,22,0,23,23,2,3,0
2,1001,ES,340927,700340927,MOHLODI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,2,3,YES,10051,ESHOWE STREET EXTENSION 5,THOKOZA,ALBERTON,87,113850750,bongani.ngobese@gauteng.gov.za,TOKOZA EXT 5,TOKOZA,1,10001,57,-26.37052928,28.13332681,0,0,113,4,130,4,137,4,161,3,129,3,153,3,141,3,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,27,1,29,30,2,4,0
2,1001,ES,340943,700340943,MONDE PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,3,YES,1707,LIPHOOKO,TSHWONGWENI SECTION,KATLEHONG,74,119093309,NOZUKO.MATHANYELA@gauteng.gov.za,TSHONGWENI,KATLEHONG,1,10001,51,-26.30378015,28.15294625,0,0,93,3,222,5,202,4,172,4,176,4,179,4,162,4,148,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,32,2,32,34,3,5,0
2,1001,ES,340950,700340950,MONTIC PRIMARY FACTORY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,1,1,YES,36,VLAKPLAATS ROAD,MAGAGULA HEIGHTS,KATLEHONG,74,113072332,Desiree.Berg@gauteng.gov.za,EKURHULENI NU,EKURHULENI NU,1,10001,62,-26.421995,28.21140833,0,0,100,3,109,3,106,3,115,2,118,2,101,2,79,2,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,19,0,21,21,2,3,0
